,Customer heading,Latitude,Longitude,Town,Province,Region,Current Seller id,Institution,Titularity
48,114136,38.364312,-2.102433,LETUR,Albacete,Castilla la Mancha,111.0,Yes,Public
49,114137,38.991611,-1.869072,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
50,114139,39.202078,-2.151995,LA RODA,Albacete,Castilla la Mancha,111.0,Yes,Public
51,114140,38.987161,-1.857578,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
52,114141,39.203186,-2.165768,LA RODA,Albacete,Castilla la Mancha,111.0,Yes,Public
53,114142,38.70077,-0.983682,CAUDETE,Albacete,Castilla la Mancha,111.0,No,Catholic
54,114143,38.867772,-1.092702,ALMANSA,Albacete,Castilla la Mancha,111.0,Yes,Public
55,114144,38.871614,-1.348562,BONETE,Albacete,Castilla la Mancha,111.0,Yes,Public
56,114145,39.274649,-2.605417,VILLARROBLEDO,Albacete,Castilla la Mancha,111.0,Yes,Public
57,114147,38.987295,-1.849199,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
58,114148,38.353719,-2.010286,FEREZ,Albacete,Castilla la Mancha,111.0,Yes,Public
59,114150,38.993198,-1.850419,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
60,114154,39.362189,-1.602285,VILLAMALEA,Albacete,Castilla la Mancha,111.0,Yes,Public
61,114155,38.917378,-1.724273,CHINCHILLA DE MONTE-ARAGON,Albacete,Castilla la Mancha,111.0,Yes,Public
62,114157,38.958639,-1.230886,ALPERA,Albacete,Castilla la Mancha,111.0,Yes,Public
63,114158,39.268816,-2.614371,VILLARROBLEDO,Albacete,Castilla la Mancha,111.0,Yes,Public
64,114159,38.991324,-1.879129,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
65,114162,39.263395,-2.61281,VILLARROBLEDO,Albacete,Castilla la Mancha,111.0,Yes,Public
66,114164,39.269322,-2.325281,MINAYA,Albacete,Castilla la Mancha,111.0,Yes,Public
67,114165,38.870973,-1.103813,ALMANSA,Albacete,Castilla la Mancha,111.0,Yes,Public
68,114166,39.00307,-1.86855,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
69,114167,38.995695,-1.865853,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
70,114168,38.867061,-1.098529,ALMANSA,Albacete,Castilla la Mancha,111.0,Yes,Public
71,114170,39.265202,-1.552906,FUENTEALBILLA,Albacete,Castilla la Mancha,111.0,Yes,Public
72,114172,39.004827,-1.860097,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
73,114173,39.233223,-1.79224,MADRIGUERAS,Albacete,Castilla la Mancha,111.0,Yes,Public
74,114178,38.988207,-1.84195,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
75,114179,38.997682,-1.848883,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
76,114180,38.992293,-1.86348,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
77,114181,38.998506,-1.852062,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
78,114182,38.996437,-1.858216,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
79,114183,38.989016,-1.871607,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
80,114184,38.990802,-1.850814,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
81,114185,39.000288,-1.862877,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
82,114186,38.996761,-1.872718,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
83,114187,38.987451,-1.865679,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
84,114188,38.450952,-2.043209,ELCHE DE LA SIERRA,Albacete,Castilla la Mancha,111.0,Yes,Public
85,114190,38.805192,-1.737685,POZO CAÑADA,Albacete,Castilla la Mancha,111.0,Yes,Public
86,114192,39.23909,-1.798665,MADRIGUERAS,Albacete,Castilla la Mancha,111.0,Yes,Public
87,114194,38.67048,-2.492448,ALCARAZ,Albacete,Castilla la Mancha,111.0,Yes,Public
88,114195,38.962312,-1.443464,HIGUERUELA,Albacete,Castilla la Mancha,111.0,Yes,Public
89,114198,38.979881,-1.851842,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
90,114199,38.874171,-1.093308,ALMANSA,Albacete,Castilla la Mancha,111.0,Yes,Public
91,114200,38.512923,-1.695957,HELLIN,Albacete,Castilla la Mancha,111.0,Yes,Public
92,114201,38.953873,-2.53875,EL BONILLO,Albacete,Castilla la Mancha,111.0,Yes,Public
93,114202,39.007919,-1.8684,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
94,114203,38.701643,-0.98176,CAUDETE,Albacete,Castilla la Mancha,111.0,Yes,Public
95,114204,38.988508,-1.86091,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
96,114205,39.001172,-1.86837,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
97,114206,38.98602,-1.855969,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
98,114207,38.996068,-1.869004,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
99,114208,38.994503,-1.857283,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
100,114209,38.987855,-1.848629,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
101,114210,38.863767,-1.922331,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
102,114212,38.994779,-1.876507,ALBACETE,Albacete,Castilla la Mancha,111.0,Yes,Public
103,114213,39.303057,-1.662573,CENIZATE,Albacete,Castilla la Mancha,111.0,Yes,Public
104,114216,39.263458,-2.593785,VILLARROBLEDO,Albacete,Castilla la Mancha,111.0,Yes,Public
105,114217,38.507946,-1.703686,HELLIN,Albacete,Castilla la Mancha,111.0,Yes,Public
106,114218,38.828342,-1.556285,PETROLA,Albacete,Castilla la Mancha,111.0,Yes,Public
107,114219,38.705683,-0.981603,CAUDETE,Albacete,Castilla la Mancha,111.0,Yes,Public
108,114220,38.94845,-2.353501,LEZUZA,Albacete,Castilla la Mancha,111.0,Yes,Public
109,114221,39.254569,-1.998431,TARAZONA DE LA MANCHA,Albacete,Castilla la Mancha,111.0,Yes,Public
110,114223,39.263962,-2.589443,VILLARROBLEDO,Albacete,Castilla la Mancha,111.0,Yes,Public
111,114224,39.042816,-2.484928,MUNERA,Albacete,Castilla la Mancha,111.0,Yes,Public
112,114225,38.861946,-1.090035,ALMANSA,Albacete,Castilla la Mancha,111.0,Yes,Public
113,114226,39.04415,-2.200138,BARRAX,Albacete,Castilla la Mancha,111.0,Yes,Public
114,114227,38.591427,-1.68807,TOBARRA,Albacete,Castilla la Mancha,111.0,Yes,Public
115,114228,38.874372,-1.093729,ALMANSA,Albacete,Castilla la Mancha,111.0,Yes,Public
116,114229,39.29432,-2.059636,VILLALGORDO DEL JUCAR,Albacete,Castilla la Mancha,111.0,Yes,Public
117,114230,38.517315,-1.700184,HELLIN,Albacete,Castilla la Mancha,111.0,Yes,Public
118,114257,38.361788,-0.464505,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,No,Catholic
119,114273,38.082922,-0.943817,ORIHUELA,Alicante,Comunidad Valenciana,162.0,No,Catholic
120,114378,38.088972,-0.940865,ORIHUELA,Alicante,Comunidad Valenciana,162.0,No,Catholic
121,114384,38.253012,-0.706742,ELCHE-ELX,Alicante,Comunidad Valenciana,192.0,No,Catholic
122,114386,38.354857,-0.501762,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,No,Catholic
123,114388,38.536266,-0.128924,BENIDORM,Alicante,Comunidad Valenciana,156.0,Yes,Catholic
124,114389,38.475508,-0.793543,ELDA,Alicante,Comunidad Valenciana,162.0,Yes,Public
125,114390,38.434095,-0.839687,MONOVAR-MONOVER,Alicante,Comunidad Valenciana,192.0,No,Catholic
126,114391,38.653211,-0.103984,CALLOSA D'EN SARRIA,Alicante,Comunidad Valenciana,156.0,Yes,Private
127,114393,38.356588,-0.505411,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,No,Catholic
128,114394,38.266956,-0.684322,ELCHE-ELX,Alicante,Comunidad Valenciana,146.0,Yes,Public
129,114398,38.364478,-0.480107,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
130,114399,38.362537,-0.501352,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,No,Catholic
131,114402,38.631335,-0.865115,VILLENA,Alicante,Comunidad Valenciana,156.0,No,Catholic
132,114405,38.693851,-0.480947,ALCOY-ALCOI,Alicante,Comunidad Valenciana,156.0,No,Catholic
133,114406,38.834768,0.103543,DENIA,Alicante,Comunidad Valenciana,177.0,Yes,Private
134,114408,38.262108,-0.680694,ELCHE-ELX,Alicante,Comunidad Valenciana,146.0,Yes,Public
135,114413,38.677329,-0.210346,BENIMANTELL,Alicante,Comunidad Valenciana,156.0,Yes,Public
136,114418,38.365725,-0.898423,LA ROMANA,Alicante,Comunidad Valenciana,192.0,Yes,Public
137,114438,38.269696,-0.717776,ELCHE-ELX,Alicante,Comunidad Valenciana,146.0,Yes,Public
138,114445,38.687358,0.101607,BENISSA,Alicante,Comunidad Valenciana,177.0,Yes,Public
139,114454,38.520076,-0.235094,VILLAJOYOSA-LA VILA JOIOSA,Alicante,Comunidad Valenciana,146.0,Yes,Public
140,114455,38.401071,-1.038369,PINOS-PINOSO,Alicante,Comunidad Valenciana,192.0,Yes,Public
141,114458,38.190583,-0.556328,SANTA POLA,Alicante,Comunidad Valenciana,162.0,Yes,Public
142,114459,38.553002,-0.121344,BENIDORM,Alicante,Comunidad Valenciana,156.0,Yes,Public
143,114460,38.791251,0.163442,XABIA,Alicante,Comunidad Valenciana,177.0,Yes,Public
144,114462,38.778506,-0.108659,LA VALL DE LAGUAR,Alicante,Comunidad Valenciana,156.0,Yes,Public
145,114463,38.644324,0.039625,CALPE-CALP,Alicante,Comunidad Valenciana,156.0,Yes,Public
146,114464,38.48177,-0.776781,PETRER,Alicante,Comunidad Valenciana,162.0,Yes,Public
147,114466,38.16684,-0.481062,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
148,114468,38.262705,-0.70337,ELCHE-ELX,Alicante,Comunidad Valenciana,192.0,Yes,Public
149,114469,38.69035,-0.472837,ALCOY-ALCOI,Alicante,Comunidad Valenciana,156.0,Yes,Public
150,114473,38.481736,-0.772967,PETRER,Alicante,Comunidad Valenciana,162.0,Yes,Public
151,114474,38.847231,-0.150871,ADSUBIA,Alicante,Comunidad Valenciana,187.0,Yes,Public
152,114475,38.819767,-0.263063,PATRO,Alicante,Comunidad Valenciana,187.0,Yes,Public
153,114476,38.823821,-0.220459,BENIALI,Alicante,Comunidad Valenciana,187.0,Yes,Public
154,114480,38.367713,-0.482035,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
155,114481,37.867369,-0.78035,PILAR DE LA HORADADA,Alicante,Comunidad Valenciana,162.0,Yes,Public
156,114482,38.360406,-0.480331,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,No,Catholic
157,114484,38.705344,0.135101,MORAIRA,Alicante,Comunidad Valenciana,156.0,Yes,Public
158,114485,38.742267,0.008427,LLIBER,Alicante,Comunidad Valenciana,156.0,Yes,Public
159,114486,38.108782,-0.785578,ALMORADI,Alicante,Comunidad Valenciana,192.0,Yes,Public
160,114487,38.140191,-0.75334,DOLORES,Alicante,Comunidad Valenciana,162.0,Yes,Public
161,114488,38.193378,-0.563052,SANTA POLA,Alicante,Comunidad Valenciana,162.0,Yes,Public
162,114489,38.190583,-0.556328,SANTA POLA,Alicante,Comunidad Valenciana,162.0,Yes,Public
163,114492,38.271968,-0.695606,ELCHE-ELX,Alicante,Comunidad Valenciana,146.0,Yes,Public
164,114493,38.479505,-0.803588,ELDA,Alicante,Comunidad Valenciana,162.0,Yes,Public
165,114494,38.483076,-0.791044,ELDA,Alicante,Comunidad Valenciana,162.0,Yes,Public
166,114495,38.259364,-0.683157,ELCHE-ELX,Alicante,Comunidad Valenciana,146.0,Yes,Public
167,114503,38.387237,-0.75662,NOVELDA,Alicante,Comunidad Valenciana,192.0,Yes,Public
168,114507,38.692649,-0.100355,TARBENA,Alicante,Comunidad Valenciana,156.0,Yes,Public
169,114508,38.698733,-0.48135,ALCOY-ALCOI,Alicante,Comunidad Valenciana,156.0,No,Catholic
170,114509,38.339579,-0.767134,ASPE,Alicante,Comunidad Valenciana,192.0,Yes,Public
171,114511,38.553775,-0.173347,BENIDORM,Alicante,Comunidad Valenciana,156.0,Yes,Public
172,114512,38.348309,-0.770377,ASPE,Alicante,Comunidad Valenciana,192.0,Yes,Public
173,114513,38.002977,-0.711728,LA MARINA- ELCHE,Alicante,Comunidad Valenciana,162.0,Yes,Public
174,114514,38.357383,-0.49946,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,No,Catholic
175,114516,38.626301,-0.561151,IBI,Alicante,Comunidad Valenciana,156.0,Yes,Public
176,114525,38.398289,-0.532208,SANT VICENT DEL RASPEIG,Alicante,Comunidad Valenciana,146.0,Yes,Public
177,114530,38.744433,-0.436194,COCENTAINA,Alicante,Comunidad Valenciana,156.0,Yes,Public
178,114532,38.780995,-0.440588,MURO DE ALCOY,Alicante,Comunidad Valenciana,156.0,Yes,Public
179,114533,38.723467,-0.667474,BANYERES DE MARIOLA,Alicante,Comunidad Valenciana,187.0,Yes,Public
180,114534,38.513078,-0.226217,VILLAJOYOSA-LA VILA JOIOSA,Alicante,Comunidad Valenciana,146.0,Yes,Public
181,114536,38.092421,-0.95166,ORIHUELA,Alicante,Comunidad Valenciana,162.0,Yes,Public
182,114537,37.868595,-0.779151,PILAR DE LA HORADADA,Alicante,Comunidad Valenciana,162.0,Yes,Public
183,114538,38.268997,-0.67388,ELCHE-ELX,Alicante,Comunidad Valenciana,192.0,Yes,Public
184,114539,38.703786,-0.481222,ALCOY-ALCOI,Alicante,Comunidad Valenciana,156.0,Yes,Public
185,114542,38.428362,-0.389511,EL CAMPELLO,Alicante,Comunidad Valenciana,146.0,No,Catholic
186,114543,38.081474,-0.946514,ORIHUELA,Alicante,Comunidad Valenciana,162.0,No,Catholic
187,114545,38.085958,-0.947363,ORIHUELA,Alicante,Comunidad Valenciana,162.0,No,Catholic
188,114549,38.543411,-0.505727,JIJONA-XIXONA,Alicante,Comunidad Valenciana,146.0,Yes,Public
189,114550,38.380028,-0.468735,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
190,114552,38.61828,-0.575233,IBI,Alicante,Comunidad Valenciana,156.0,Yes,Public
191,114553,38.339764,-0.499656,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,No,Catholic
192,114555,38.400926,-0.436238,SANT JOAN D'ALACANT,Alicante,Comunidad Valenciana,146.0,No,Catholic
193,114556,38.598927,-0.054421,ALTEA,Alicante,Comunidad Valenciana,156.0,Yes,Public
194,114557,38.27429,-0.686691,ELCHE-ELX,Alicante,Comunidad Valenciana,192.0,Yes,Public
195,114558,38.407726,-0.448718,MUTXAMEL,Alicante,Comunidad Valenciana,146.0,Yes,Public
196,114559,38.405389,-0.528627,SANT VICENT DEL RASPEIG,Alicante,Comunidad Valenciana,146.0,Yes,Public
197,114560,38.542081,-0.137853,BENIDORM,Alicante,Comunidad Valenciana,156.0,Yes,Public
198,114562,38.064731,-0.90174,BIGASTRO,Alicante,Comunidad Valenciana,162.0,Yes,Public
199,114563,38.075447,-0.834254,BENEJUZAR,Alicante,Comunidad Valenciana,162.0,Yes,Public
200,114564,38.639257,-0.865686,VILLENA,Alicante,Comunidad Valenciana,156.0,Yes,Public
201,114565,38.700535,-0.760928,BENEIXAMA,Alicante,Comunidad Valenciana,187.0,Yes,Public
202,114566,38.276017,-0.674039,ELCHE-ELX,Alicante,Comunidad Valenciana,146.0,Yes,Public
203,114567,38.476897,-0.783688,ELDA,Alicante,Comunidad Valenciana,162.0,Yes,Public
204,114569,38.166342,-0.800343,CATRAL,Alicante,Comunidad Valenciana,192.0,Yes,Public
205,114570,38.084731,-0.744885,FORMENTERA DEL SEGURA,Alicante,Comunidad Valenciana,162.0,Yes,Public
206,114571,38.061272,-0.895407,BIGASTRO,Alicante,Comunidad Valenciana,162.0,Yes,Public
207,114573,38.063511,-0.902944,BIGASTRO,Alicante,Comunidad Valenciana,162.0,Yes,Private
208,114574,37.992905,-0.679315,TORREVIEJA,Alicante,Comunidad Valenciana,162.0,Yes,Public
209,114575,38.094808,-0.864403,SAN BARTOLOME,Alicante,Comunidad Valenciana,162.0,Yes,Public
210,114577,38.635616,-0.865816,VILLENA,Alicante,Comunidad Valenciana,156.0,Yes,Public
211,114578,37.865935,-0.792976,PILAR DE LA HORADADA,Alicante,Comunidad Valenciana,162.0,Yes,Public
212,114579,38.141072,-0.887611,COX,Alicante,Comunidad Valenciana,192.0,Yes,Public
213,114580,37.956152,-0.721003,TORREVIEJA,Alicante,Comunidad Valenciana,162.0,Yes,Public
214,114581,38.750429,0.214654,TORREVIEJA,Alicante,Comunidad Valenciana,162.0,Yes,Public
215,114582,38.353989,-0.491485,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
216,114583,38.089092,-0.723234,ROJALES,Alicante,Comunidad Valenciana,162.0,Yes,Public
217,114585,38.193495,-0.547461,SANTA POLA,Alicante,Comunidad Valenciana,162.0,Yes,Public
218,114586,38.082526,-0.945848,ORIHUELA,Alicante,Comunidad Valenciana,162.0,Yes,Public
219,114587,38.542805,-0.5002,JIJONA-XIXONA,Alicante,Comunidad Valenciana,146.0,Yes,Public
220,114589,38.653211,-0.103984,CALLOSA D'EN SARRIA,Alicante,Comunidad Valenciana,156.0,Yes,Public
221,114592,38.384234,-0.773552,NOVELDA,Alicante,Comunidad Valenciana,192.0,Yes,Public
222,114593,38.475275,-0.796166,ELDA,Alicante,Comunidad Valenciana,162.0,Yes,Public
223,114594,38.269064,-0.685944,ELCHE-ELX,Alicante,Comunidad Valenciana,192.0,Yes,Public
224,114599,38.359852,-0.415459,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
225,114600,37.981165,-0.686631,TORREVIEJA,Alicante,Comunidad Valenciana,162.0,Yes,Public
226,114602,38.372945,-0.415939,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
227,114603,38.027261,-0.739563,LOS MONTESINOS,Alicante,Comunidad Valenciana,162.0,Yes,Public
228,114605,38.373956,-0.486064,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
229,114606,38.395292,-0.5091,SANT VICENT DEL RASPEIG,Alicante,Comunidad Valenciana,146.0,Yes,Public
230,114609,38.377052,-0.415384,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
231,114610,38.625174,-0.566956,IBI,Alicante,Comunidad Valenciana,156.0,No,Catholic
232,114611,38.37217,-0.484961,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
233,114612,38.094177,-0.658747,GUARDAMAR DEL SEGURA,Alicante,Comunidad Valenciana,162.0,Yes,Public
234,114613,38.343905,-0.500251,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,Yes,Public
235,114614,38.393786,-0.439996,SANT JOAN D'ALACANT,Alicante,Comunidad Valenciana,146.0,Yes,Public
236,114615,38.088456,-0.654469,GUARDAMAR DEL SEGURA,Alicante,Comunidad Valenciana,162.0,Yes,Public
237,114618,38.372363,-0.474851,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,No,Catholic
238,114619,38.349105,-0.502456,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,No,Catholic
239,114623,38.71657,-0.6567,BANYERES DE MARIOLA,Alicante,Comunidad Valenciana,187.0,No,Catholic
240,114624,38.368012,-0.458746,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,No,Catholic
241,114626,38.386595,-0.764502,NOVELDA,Alicante,Comunidad Valenciana,192.0,No,Catholic
242,114627,38.47272,-0.788568,ELDA,Alicante,Comunidad Valenciana,162.0,No,Catholic
243,114628,38.083539,-0.947748,ORIHUELA,Alicante,Comunidad Valenciana,162.0,No,Catholic
244,114629,38.427152,-0.3907,EL CAMPELLO,Alicante,Comunidad Valenciana,146.0,Yes,Private
245,114630,38.266873,-0.692639,ELCHE-ELX,Alicante,Comunidad Valenciana,192.0,No,Catholic
246,114631,38.094064,-0.950887,ORIHUELA,Alicante,Comunidad Valenciana,162.0,No,Catholic
247,114633,38.125632,-0.877731,CALLOSA DE SEGURA,Alicante,Comunidad Valenciana,192.0,No,Catholic
248,114637,38.367755,-0.455757,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,No,Private
249,114638,38.251798,-0.707941,ELCHE-ELX,Alicante,Comunidad Valenciana,192.0,No,Catholic
250,114642,38.346544,-0.509769,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,No,Catholic
251,114643,38.357598,-0.486448,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,No,Catholic
252,114644,38.395709,-0.5094,SANT VICENT DEL RASPEIG,Alicante,Comunidad Valenciana,146.0,Yes,Private
253,114645,38.627337,-0.573484,IBI,Alicante,Comunidad Valenciana,156.0,No,Catholic
254,114647,38.3443,-0.493423,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,Yes,Private
255,114650,38.357831,-0.469481,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,No,Catholic
256,114651,38.841243,0.109439,DENIA,Alicante,Comunidad Valenciana,177.0,No,Catholic
257,114652,38.249453,-0.80992,CREVILLENT,Alicante,Comunidad Valenciana,192.0,No,Catholic
258,114653,38.385793,-0.769451,NOVELDA,Alicante,Comunidad Valenciana,192.0,No,Catholic
259,114658,38.26392,-0.690881,ELCHE-ELX,Alicante,Comunidad Valenciana,192.0,No,Catholic
260,114659,38.790905,0.163458,JAVEA-XABIA,Alicante,Comunidad Valenciana,156.0,No,Catholic
261,114663,38.117293,-0.782979,ALMORADI,Alicante,Comunidad Valenciana,192.0,No,Catholic
262,114666,37.992394,-0.669497,TORREVIEJA,Alicante,Comunidad Valenciana,162.0,No,Catholic
263,114667,38.647037,-0.872572,VILLENA,Alicante,Comunidad Valenciana,156.0,No,Private
264,114670,38.365791,-0.494979,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,146.0,No,Catholic
265,114671,38.273398,-0.702552,ELCHE-ELX,Alicante,Comunidad Valenciana,192.0,Yes,Private
266,114678,38.338701,-0.505438,ALICANTE-ALACANT,Alicante,Comunidad Valenciana,162.0,Yes,Private
267,114679,38.694088,-0.47613,ALCOY-ALCOI,Alicante,Comunidad Valenciana,156.0,No,Catholic
